Label,Mean AP,F-med max,Precision max,Recall max
175_0000.nii.gz,0.7650769123655752,0.5729299717309337,0.967031031902028,0.40704430157598587
mean,0.7650769123655752,0.5729299717309337,0.967031031902028,0.40704430157598587
