2023-03-06 21:40:29.972732,1,3.172787666320801,2.9446381330490112,[0.28840453241992714 0.25291581591584433],0.27066017416788574,0.001
2023-03-06 21:41:12.018012,2,2.924632123538426,2.787288784980774,[0.38572244711720666 0.18887306011620145],0.28729775361670407,0.001
2023-03-06 21:41:53.078497,3,2.6935348170144215,2.649390459060669,[0.5415248745560328 0.5296988893309721],0.5356118819435025,0.001
2023-03-06 21:42:34.821643,4,2.6105882610593523,2.513984799385071,[0.628469312527826 0.5925444724439071],0.6105068924858665,0.001
2023-03-06 21:43:17.406818,5,2.5210438455854143,2.397231936454773,[0.8162088475504566 0.7989528108760695],0.8075808292132631,0.001
2023-03-06 21:43:58.588552,6,2.342829329626901,2.259869873523712,[0.708554051858214 0.7115238268648075],0.7100389393615107,0.001
2023-03-06 21:44:42.324763,7,2.228997928755624,2.1337937712669373,[0.7840114494434227 0.7646163544442407],0.7743139019438317,0.001
2023-03-06 21:45:21.278030,8,2.1722913639886037,2.0314385890960693,[0.7091758726376125 0.6898626781329841],0.6995192753852983,0.001
2023-03-06 21:46:01.021978,9,2.1011621611458913,1.9173058569431305,[0.7594878704185646 0.7552393651297201],0.7573636177741423,0.001
2023-03-06 21:46:40.386759,10,1.8953444361686707,1.8147898614406586,[0.6822183745913749 0.6496191304716841],0.6659187525315295,0.001
2023-03-06 21:47:20.428269,11,1.8121366160256522,1.6312151551246643,[0.8890121370049534 0.8713508078994614],0.8801814724522075,0.001
2023-03-06 21:48:01.054200,12,1.6744000656264169,1.4722102880477905,[0.8675497542179578 0.8655068474729513],0.8665283008454545,0.001
2023-03-06 21:48:41.917064,13,1.4955901418413435,1.3048951923847198,[0.9052073111813301 0.8905824442167862],0.8978948776990582,0.001
2023-03-06 21:49:23.520406,14,1.4749382138252258,1.188469111919403,[0.9229098699431154 0.9223782429399175],0.9226440564415165,0.001
2023-03-06 21:50:04.660580,15,1.4678836039134435,0.9499130547046661,[0.9243084459119059 0.9166026936233718],0.9204555697676389,0.001
2023-03-06 21:50:45.785219,16,1.0110166583742415,0.7795328050851822,[0.9447972076609008 0.9432011449622304],0.9439991763115656,0.001
2023-03-06 21:51:29.440537,17,1.019087661589895,0.6706539690494537,[0.8687951968093583 0.8773257225605811],0.8730604596849697,0.001
2023-03-06 21:52:09.397060,18,0.8984004514557975,0.5358762890100479,[0.9050424237190381 0.8985830306143666],0.9018127271667024,0.001
2023-03-06 21:52:51.993605,19,0.7694566654307502,0.4451267421245575,[0.9154219752381463 0.9125106751733146],0.9139663252057304,0.001
2023-03-06 21:53:29.860167,20,0.8069404682942799,0.3920831009745598,[0.9167293268125354 0.913678171401016],0.9152037491067757,0.001
2023-03-06 21:54:11.991533,21,0.9497337852205548,0.3854013681411743,[0.9198551572695068 0.9163655556006658],0.9181103564350863,0.001
2023-03-06 21:54:52.345758,22,0.7851678026573998,0.28779496997594833,[0.9368947590455075 0.9358648480109905],0.9363798035282489,0.001
2023-03-06 21:55:34.390587,23,0.5423533831323896,0.3148253932595253,[0.9228765475078025 0.9169571762168842],0.9199168618623433,0.001
