Label,Mean AP,F-med max,Precision max,Recall max
176_0000.nii.gz,0.908708354631985,0.8548720913200551,0.7767300197902317,0.9504956649518757
173_0000.nii.gz,0.9199431988806331,0.8568983913235196,0.796080462380632,0.9277775441495506
175_0000.nii.gz,0.8483764539232109,0.821020929507902,0.7744483375674283,0.8735533472375577
174_0000.nii.gz,0.7077587531462494,0.7034556906564912,0.654523586487643,0.7602952733427817
mean,0.8461966901455197,0.809061775701992,0.7504456015564838,0.8780304574204414
