Label,Mean AP,F-med max,Precision max,Recall max
191_0000.nii.gz,0.868054071103346,0.8343446515577779,0.8977416588393842,0.7793110171669636
151_0000.nii.gz,0.8890324087886118,0.798561471375358,0.9580927171184218,0.6845736628062304
196_0000.nii.gz,0.8348364952690656,0.8209714844901779,0.9214204180295633,0.7402706493426426
193_0000.nii.gz,0.8763049695663105,0.8397712003239641,0.83243926248278,0.847233441971457
mean,0.8670569861818335,0.8234122019368195,0.9024235141175373,0.7628471928218233
