Label,Mean AP,F-med max,Precision max,Recall max
191_0000.nii.gz,0.868054071103346,0.8467030357821835,0.8828698220824656,0.8133827877358935
151_0000.nii.gz,0.8890324087886118,0.8309342813986919,0.9460297582660201,0.7408065809195162
196_0000.nii.gz,0.8348364952690656,0.837293112653497,0.9025812702036431,0.7808130513073712
193_0000.nii.gz,0.8763049695663105,0.8378201260986313,0.807706343341453,0.8702663383514447
mean,0.8670569861818335,0.8381876389832509,0.8847967984733954,0.8013171895785565
