Label,Mean AP,F-med max,Precision max,Recall max
191_0000.nii.gz,0.868054071103346,0.8521209397548248,0.8711254951606975,0.8339278907708396
151_0000.nii.gz,0.8890324087886118,0.849152177423696,0.9362339828240084,0.776891292249654
196_0000.nii.gz,0.8348364952690656,0.842141041690376,0.8872688671251755,0.8013815728675723
193_0000.nii.gz,0.8763049695663105,0.8342379837428172,0.789076826230944,0.8848823706947265
mean,0.8670569861818335,0.8444130356529285,0.8709262928352064,0.8242707816456981
