Label,Mean AP,F-med max,Precision max,Recall max
191_0000.nii.gz,0.868054071103346,0.785930647990041,0.9249363607900791,0.6832475671653423
151_0000.nii.gz,0.8890324087886118,0.689031329495247,0.9774053213524758,0.5320539536386398
196_0000.nii.gz,0.8348364952690656,0.7350065164957267,0.953896525373058,0.5978241919873034
193_0000.nii.gz,0.8763049695663105,0.8279824497320619,0.8788990156097471,0.7826422513242128
mean,0.8670569861818335,0.7594877359282691,0.93378430578134,0.6489419910288745
