Label,Mean AP,F-med max,Precision max,Recall max
191_0000.nii.gz,0.868054071103346,0.8081175045900231,0.9152169178203401,0.7234578861001264
151_0000.nii.gz,0.8890324087886118,0.7389861136993805,0.9708263349377712,0.5965304153910393
196_0000.nii.gz,0.8348364952690656,0.7796200884450181,0.9424849641730055,0.6647490094108786
193_0000.nii.gz,0.8763049695663105,0.8351906339876072,0.8616972749085402,0.8102660667332942
mean,0.8670569861818335,0.7904785851805072,0.9225563729599143,0.6987508444088346
